IP_Address,Total_Requests,DELETE_Perc,GET_Perc,POST_Perc,PUT_Perc,4xx_Perc,5xx_Perc,Other_Perc,Unique_User_Agents,Unique_Sessions,Unique_Locations,Anomaly_Count,Top_User_Agent,Top_Location
81.114.154.0,3,0,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,3,3,3,0,Chrome,Mauritania
81.115.55.12,1,0,0,0,1,1,0,0,1,1,1,0,Chrome,USA
81.119.195.111,2,0.5,0,0.5,0,0.5,0.5,0,2,2,2,0,Bot,Luxembourg
81.12.11.23,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,Morocco
81.12.145.32,1,0,0,1,0,1,0,0,1,1,1,0,Bot,Seychelles
81.121.123.246,3,0,0.666666667,0.333333333,0,1,0,0,1,3,3,0,Safari,Saint Pierre and Miquelon
81.121.200.44,3,0,0,0,1,0.666666667,0.333333333,0,2,3,3,0,Chrome,Burundi
81.121.24.19,4,0,0.5,0.5,0,1,0,0,2,4,4,0,Chrome,Timor-Leste
81.122.228.180,3,0,0,1,0,0.666666667,0,0.333333333,3,3,3,1,Chrome,Cyprus
81.127.137.138,1,1,0,0,0,1,0,0,1,1,1,0,Safari,Cayman Islands
81.127.14.34,1,0,1,0,0,0,0,1,1,1,1,0,Edge,India
81.130.105.249,1,0,1,0,0,0,1,0,1,1,1,0,Chrome,China
81.130.142.229,4,0,0.25,0.5,0.25,0.25,0.25,0.5,2,4,4,0,Safari,Sweden
81.134.5.107,5,0.2,0.2,0.4,0.2,0.4,0.2,0.4,3,5,5,0,Edge,Tonga
81.139.218.59,6,0.666666667,0,0.166666667,0.166666667,0.333333333,0,0.666666667,3,6,6,0,Opera,United States Virgin Islands
81.139.28.150,7,0,0.285714286,0.428571429,0.285714286,0.285714286,0.428571429,0.285714286,5,7,7,0,Edge,French Guiana
81.142.188.143,5,0.2,0.4,0,0.4,0.2,0.2,0.6,4,5,5,0,Safari,South Africa
81.143.10.186,6,0,0.166666667,0.833333333,0,0.5,0.166666667,0.333333333,3,6,6,0,Edge,Cote d'Ivoire
81.145.130.230,1,1,0,0,0,0,1,0,1,1,1,0,Edge,Albania
81.146.73.163,1,0,1,0,0,1,0,0,1,1,1,0,Bot,Saint Martin
81.146.9.61,2,0,0.5,0.5,0,0,0,1,2,2,2,0,Opera,Martinique
81.147.122.93,4,0.25,0,0.5,0.25,0.75,0.25,0,3,4,4,0,Chrome,Spain
81.148.249.69,1,0,0,1,0,0,0,1,1,1,1,0,Safari,Brazil
81.148.41.235,3,0.666666667,0,0,0.333333333,0.666666667,0,0.333333333,3,3,3,0,Edge,Syrian Arab Republic
81.149.61.148,1,0,1,0,0,0,1,0,1,1,1,0,Firefox,China
81.15.197.6,1,0,1,0,0,0,1,0,1,1,1,0,Bot,India
81.15.67.100,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Opera,Guinea
81.150.8.223,3,0,0.333333333,0,0.666666667,0.666666667,0,0.333333333,2,3,3,0,Edge,Cambodia
81.151.23.57,1,0,1,0,0,1,0,0,1,1,1,1,Bot,India
81.151.8.170,5,0.4,0.2,0.2,0.2,0.2,0.2,0.6,4,5,5,0,Firefox,Egypt
81.153.159.128,2,0,0,0,1,0.5,0,0.5,2,2,2,0,Edge,Saint Martin
81.153.235.234,1,0,0,1,0,1,0,0,1,1,1,0,Firefox,France
81.155.105.48,2,0.5,0,0,0.5,0.5,0.5,0,2,2,2,0,Firefox,San Marino
81.155.241.11,5,0.4,0.2,0.2,0.2,0.8,0,0.2,3,5,5,0,Safari,Pitcairn Islands
81.16.165.165,3,0.666666667,0,0.333333333,0,1,0,0,3,3,3,1,Edge,Ghana
81.160.128.216,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,0,Chrome,French Polynesia
81.161.54.29,5,0.4,0,0.4,0.2,0.2,0,0.8,3,5,5,0,Chrome,Slovakia (Slovak Republic)
81.165.151.76,3,1,0,0,0,0.333333333,0.333333333,0.333333333,1,3,3,0,Bot,Cuba
81.167.125.38,6,0.5,0,0.166666667,0.333333333,0.5,0.166666667,0.333333333,4,6,6,0,Opera,Palestinian Territory
81.167.149.76,1,1,0,0,0,1,0,0,1,1,1,0,Chrome,Brazil
81.17.66.66,1,0,0,1,0,0,0,1,1,1,1,0,Edge,China
81.171.252.8,1,1,0,0,0,0,0,1,1,1,1,0,Firefox,China
81.173.198.54,4,0.25,0,0.5,0.25,0.25,0,0.75,4,4,3,0,Edge,Slovakia (Slovak Republic)
81.176.172.121,2,1,0,0,0,0.5,0,0.5,2,2,2,0,Chrome,Haiti
81.177.201.85,3,0.333333333,0.333333333,0,0.333333333,0.666666667,0.333333333,0,2,3,3,0,Safari,South Africa
81.178.118.116,2,0,0,0,1,1,0,0,2,2,2,0,Bot,Isle of Man
81.183.64.96,1,1,0,0,0,0,0,1,1,1,1,0,Opera,India
81.187.193.38,1,1,0,0,0,0,0,1,1,1,1,0,Bot,Iran
81.189.208.176,2,0,0.5,0.5,0,0.5,0,0.5,2,2,2,0,Chrome,El Salvador
81.19.76.207,1,0,1,0,0,0,0,1,1,1,1,0,Chrome,Grenada
81.195.108.182,1,0,0,0,1,1,0,0,1,1,1,0,Chrome,Germany
81.196.13.123,2,0,0.5,0,0.5,0.5,0,0.5,1,2,2,0,Chrome,Bulgaria
81.196.202.226,3,0,0.333333333,0.666666667,0,0,0,1,3,3,3,0,Opera,Bulgaria
81.197.8.71,3,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0.666666667,3,3,3,0,Safari,Taiwan
81.199.93.167,3,0,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,2,3,3,0,Firefox,Norway
81.2.17.105,1,0,1,0,0,1,0,0,1,1,1,0,Firefox,Germany
81.20.13.173,1,0,0,0,1,0,1,0,1,1,1,0,Opera,China
81.203.25.232,4,0.5,0.25,0,0.25,0,0.25,0.75,3,4,4,0,Firefox,Congo
81.203.83.160,1,1,0,0,0,0,1,0,1,1,1,0,Edge,USA
81.207.252.158,2,0.5,0.5,0,0,0,0.5,0.5,2,2,2,0,Chrome,Rwanda
81.210.211.6,1,0,0,0,1,0,0,1,1,1,1,0,Opera,Canada
81.214.175.25,4,0.75,0,0.25,0,0.5,0,0.5,3,4,4,0,Safari,Turks and Caicos Islands
81.215.140.205,6,0.5,0.166666667,0,0.333333333,0.833333333,0,0.166666667,5,6,6,0,Safari,Western Sahara
81.215.4.79,6,0.5,0.333333333,0,0.166666667,0.666666667,0.166666667,0.166666667,5,6,6,0,Edge,Iraq
81.216.250.37,2,0,0.5,0.5,0,0,0,1,2,2,2,0,Edge,Nauru
81.216.26.33,4,0.25,0.25,0.5,0,0.75,0,0.25,3,4,4,0,Bot,Tokelau
81.218.7.201,1,0,1,0,0,0,1,0,1,1,1,0,Edge,Germany
81.22.150.19,1,0,1,0,0,1,0,0,1,1,1,0,Opera,Canada
81.221.150.7,1,0,0,0,1,1,0,0,1,1,1,0,Edge,Yemen
81.221.53.77,5,0,0.2,0,0.8,0.4,0.2,0.4,4,5,5,0,Chrome,Iraq
81.221.87.103,3,0.333333333,0.666666667,0,0,0.333333333,0.666666667,0,3,3,3,1,Opera,South Georgia and the South Sandwich Islands
81.223.232.147,3,0.333333333,0.333333333,0.333333333,0,0.333333333,0,0.666666667,3,3,3,0,Chrome,Turkmenistan
81.223.232.90,1,0,0,0,1,1,0,0,1,1,1,0,Safari,China
81.223.72.91,1,0,0,1,0,1,0,0,1,1,1,0,Chrome,India
81.224.251.87,4,0,0.75,0.25,0,1,0,0,3,4,4,0,Chrome,Djibouti
81.228.180.227,1,0,1,0,0,0,1,0,1,1,1,0,Bot,Germany
81.23.17.243,2,0,0.5,0,0.5,0.5,0,0.5,2,2,2,0,Firefox,Portugal
81.231.31.44,4,0.75,0,0.25,0,0.25,0.25,0.5,3,4,4,0,Edge,Guam
81.234.174.66,2,1,0,0,0,0.5,0,0.5,2,2,2,0,Edge,British Virgin Islands
81.236.222.135,4,0.25,0.75,0,0,0,0,1,3,4,4,0,Edge,Albania
81.237.92.171,1,0,0,1,0,0,1,0,1,1,1,0,Edge,China
81.24.139.225,1,0,0,0,1,0,1,0,1,1,1,0,Chrome,Germany
81.240.119.20,1,0,0,1,0,0,0,1,1,1,1,0,Opera,USA
81.240.201.6,4,0,0.75,0,0.25,0.5,0,0.5,2,4,4,0,Safari,Angola
81.246.85.44,5,0.2,0.2,0.4,0.2,0.2,0.4,0.4,4,5,5,0,Chrome,Croatia
81.25.180.237,2,0.5,0.5,0,0,0.5,0,0.5,1,2,2,0,Safari,Anguilla
81.250.182.58,4,0.25,0.5,0.25,0,0.5,0.25,0.25,3,4,4,0,Safari,Argentina
81.255.87.125,5,0,0.2,0.6,0.2,0.2,0.2,0.6,2,5,5,0,Firefox,Luxembourg
81.26.50.229,2,0,0,0.5,0.5,0,0,1,1,2,2,0,Chrome,British Indian Ocean Territory (Chagos Archipelago)
81.27.92.232,2,0,1,0,0,0,0,1,2,2,2,0,Bot,Moldova
81.29.145.52,2,0,0,0.5,0.5,0,0,1,2,2,2,1,Opera,Morocco
81.31.43.176,2,0,0.5,0,0.5,0,0.5,0.5,2,2,2,0,Chrome,Iraq
81.32.34.213,5,0.2,0,0.4,0.4,0.4,0.2,0.4,3,5,5,0,Bot,Burkina Faso
81.32.50.227,3,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0,3,3,3,0,Safari,Kenya
81.33.198.94,3,0,1,0,0,0.333333333,0.333333333,0.333333333,2,3,3,0,Edge,Latvia
81.34.226.45,2,1,0,0,0,0.5,0.5,0,2,2,2,0,Edge,French Guiana
81.35.164.32,6,0,0.5,0.166666667,0.333333333,0.333333333,0,0.666666667,3,6,5,0,Safari,Turkmenistan
81.37.78.167,2,0,0,0.5,0.5,0,0.5,0.5,2,2,2,0,Opera,Syrian Arab Republic
81.38.239.185,3,0.333333333,0.666666667,0,0,0,0.333333333,0.666666667,2,3,3,0,Bot,Egypt
81.38.28.20,2,0,0.5,0.5,0,0,0,1,2,2,2,0,Edge,Guatemala
81.38.57.220,1,0,0,1,0,0,0,1,1,1,1,0,Safari,Togo
81.39.114.205,3,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.666666667,3,3,3,0,Edge,France
81.41.170.155,2,0.5,0,0,0.5,0.5,0.5,0,2,2,2,0,Safari,Mauritius
81.42.28.223,1,0,0,0,1,0,1,0,1,1,1,1,Opera,China
81.43.36.10,6,0.333333333,0.166666667,0.5,0,0.5,0.166666667,0.333333333,4,6,6,0,Opera,Malawi
81.44.153.105,5,0.4,0.2,0.2,0.2,0.2,0.8,0,2,5,5,0,Safari,Luxembourg
81.44.60.232,7,0.142857143,0,0.142857143,0.714285714,0.428571429,0,0.571428571,4,7,7,0,Firefox,Benin
81.49.106.52,3,0,0.666666667,0,0.333333333,0.666666667,0,0.333333333,3,3,3,0,Safari,Philippines
81.49.153.143,4,0,0.25,0.5,0.25,0.25,0.75,0,2,4,4,0,Firefox,Senegal
81.49.240.66,1,0,0,1,0,0,0,1,1,1,1,0,Edge,Czech Republic
81.54.30.254,1,0,0,0,1,0,0,1,1,1,1,0,Safari,India
81.56.240.89,1,0,0,0,1,1,0,0,1,1,1,0,Chrome,Pakistan
81.56.47.29,2,1,0,0,0,0,0,1,2,2,2,0,Chrome,Pitcairn Islands
81.56.62.83,5,0.2,0.4,0.4,0,0.4,0,0.6,3,5,5,0,Chrome,Kazakhstan
81.56.8.138,1,0,0,0,1,0,1,0,1,1,1,0,Opera,USA
81.59.102.152,1,0,0,0,1,0,1,0,1,1,1,1,Opera,Brazil
81.59.33.247,5,0.2,0.4,0.2,0.2,0.4,0,0.6,4,5,5,0,Chrome,Germany
81.59.33.73,1,1,0,0,0,0,1,0,1,1,1,0,Bot,United States Virgin Islands
81.60.32.181,4,0,0.5,0.25,0.25,0.5,0,0.5,4,4,4,0,Firefox,Bangladesh
81.63.96.9,3,0.666666667,0,0.333333333,0,0.666666667,0,0.333333333,3,3,3,0,Safari,Tanzania
81.65.134.4,1,0,0,0,1,1,0,0,1,1,1,0,Firefox,India
81.65.250.231,7,0,0.285714286,0.428571429,0.285714286,0.428571429,0,0.571428571,4,7,7,0,Firefox,Norway
81.66.207.121,1,0,1,0,0,1,0,0,1,1,1,0,Opera,India
81.70.148.69,4,0.25,0.5,0.25,0,0.25,0,0.75,2,4,4,0,Edge,Mozambique
81.70.197.214,2,0,1,0,0,0,0.5,0.5,2,2,2,0,Bot,Mozambique
81.71.76.195,4,0,0.25,0,0.75,0.5,0.25,0.25,3,4,4,0,Edge,Mauritania
81.73.103.159,2,0,0.5,0.5,0,0.5,0,0.5,2,2,2,1,Safari,United Kingdom
81.75.126.234,3,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0.333333333,2,3,3,0,Firefox,Falkland Islands (Malvinas)
81.76.42.92,1,1,0,0,0,1,0,0,1,1,1,0,Firefox,Saint Lucia
81.79.124.195,1,0,0,1,0,0,0,1,1,1,1,0,Chrome,Malaysia
81.81.159.181,1,0,1,0,0,0,0,1,1,1,1,0,Bot,Brazil
81.82.77.109,2,0,0.5,0,0.5,0.5,0,0.5,1,2,2,0,Safari,Albania
81.82.77.203,7,0.428571429,0.142857143,0,0.428571429,0.428571429,0.285714286,0.285714286,5,7,7,0,Bot,North Macedonia
81.85.191.240,7,0.142857143,0.428571429,0.285714286,0.142857143,0.142857143,0.285714286,0.571428571,4,7,7,0,Edge,Bangladesh
81.87.46.253,4,0,0.75,0,0.25,0.5,0.25,0.25,4,4,4,0,Edge,Tunisia
81.90.70.48,2,0.5,0.5,0,0,0,0,1,2,2,2,0,Bot,Norfolk Island
81.92.148.113,6,0,0.333333333,0.166666667,0.5,0.333333333,0.333333333,0.333333333,5,6,6,0,Opera,Saudi Arabia
81.95.162.74,2,0,0,0.5,0.5,1,0,0,2,2,2,0,Firefox,Falkland Islands (Malvinas)
82.10.221.253,1,0,0,0,1,1,0,0,1,1,1,0,Firefox,Mongolia
82.107.69.46,1,1,0,0,0,0,0,1,1,1,1,0,Opera,Canada
82.109.64.224,2,0,0.5,0.5,0,1,0,0,1,2,2,0,Chrome,American Samoa
82.11.233.183,1,0,1,0,0,0,0,1,1,1,1,0,Edge,USA
82.111.107.23,2,0,0,0.5,0.5,0.5,0.5,0,2,2,2,0,Opera,Turkey
82.114.94.89,2,0,0.5,0.5,0,0.5,0,0.5,2,2,2,0,Safari,Croatia
82.116.41.93,1,0,0,1,0,0,0,1,1,1,1,0,Firefox,Faroe Islands
82.117.91.149,3,0,0.666666667,0,0.333333333,0.666666667,0,0.333333333,3,3,3,0,Opera,Singapore
82.121.81.235,1,1,0,0,0,0,0,1,1,1,1,0,Chrome,Korea
82.122.204.195,1,0,0,1,0,1,0,0,1,1,1,0,Edge,Saudi Arabia
82.123.227.111,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,2,3,3,0,Chrome,Mauritius
82.125.117.102,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,2,3,3,0,Opera,Marshall Islands
82.13.34.252,2,0,0.5,0,0.5,0,1,0,2,2,2,0,Bot,China
82.130.50.239,1,1,0,0,0,0,0,1,1,1,1,0,Opera,USA
82.133.105.221,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.666666667,3,3,3,0,Chrome,Germany
82.134.235.35,1,0,0,1,0,0,0,1,1,1,1,0,Bot,France
82.136.109.88,1,0,1,0,0,0,0,1,1,1,1,0,Firefox,Germany
82.136.53.210,1,0,0,1,0,1,0,0,1,1,1,0,Safari,Canada
82.138.125.29,1,0,0,1,0,0,0,1,1,1,1,0,Firefox,Germany
82.14.40.66,1,1,0,0,0,1,0,0,1,1,1,0,Opera,Hungary
82.140.121.125,1,0,0,1,0,0,1,0,1,1,1,0,Opera,Canada
82.140.144.94,4,0.25,0.25,0.5,0,0.25,0.25,0.5,4,4,4,0,Opera,Togo
82.140.167.59,5,0.2,0.4,0.2,0.2,0.4,0,0.6,4,5,5,0,Opera,Honduras
82.143.89.0,3,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.666666667,2,3,3,0,Opera,Iran
82.149.218.37,2,0,0,1,0,0.5,0,0.5,2,2,2,0,Bot,Guam
82.153.251.92,2,0.5,0,0,0.5,0,0.5,0.5,2,2,2,0,Safari,Chad
82.154.75.51,4,0.25,0.5,0.25,0,0.25,0.5,0.25,3,4,4,0,Safari,Jordan
82.155.158.192,1,0,0,0,1,1,0,0,1,1,1,0,Bot,Niger
82.155.206.63,1,0,1,0,0,0,0,1,1,1,1,0,Bot,Germany
82.157.136.7,2,0,0.5,0.5,0,0.5,0.5,0,2,2,2,0,Firefox,Guatemala
82.157.35.187,7,0.142857143,0.285714286,0.285714286,0.285714286,0.571428571,0,0.428571429,4,7,7,0,Safari,Brunei Darussalam
82.16.123.126,7,0.142857143,0.285714286,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,5,7,7,0,Firefox,Argentina
82.16.230.71,3,0.333333333,0,0.333333333,0.333333333,1,0,0,3,3,3,0,Edge,Montserrat
82.160.163.202,1,0,1,0,0,1,0,0,1,1,1,0,Firefox,Burkina Faso
82.160.62.60,4,0.25,0.5,0,0.25,0.25,0.25,0.5,4,4,4,0,Edge,Croatia
82.163.111.19,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,0,Edge,Jordan
82.167.156.75,1,1,0,0,0,0,0,1,1,1,1,0,Chrome,Brazil
82.169.154.217,6,0.166666667,0.166666667,0.5,0.166666667,0.166666667,0.333333333,0.5,4,6,6,1,Firefox,Liechtenstein
82.173.245.244,6,0.166666667,0.166666667,0.166666667,0.5,0.333333333,0.166666667,0.5,4,6,6,0,Edge,Senegal
82.174.101.8,1,1,0,0,0,1,0,0,1,1,1,0,Opera,China
82.174.194.143,2,1,0,0,0,0.5,0,0.5,2,2,2,0,Safari,Colombia
82.174.206.67,1,1,0,0,0,1,0,0,1,1,1,0,Safari,Germany
82.178.113.70,1,0,1,0,0,1,0,0,1,1,1,0,Edge,China
82.179.123.121,6,0.166666667,0.333333333,0.5,0,0.333333333,0.166666667,0.5,4,6,6,0,Edge,Romania
82.18.224.95,3,0,0.666666667,0.333333333,0,0,0.333333333,0.666666667,2,3,3,0,Bot,Christmas Island
82.182.245.89,4,0.25,0.5,0,0.25,0.5,0.25,0.25,4,4,4,0,Chrome,Morocco
82.185.58.133,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Firefox,Algeria
82.187.180.20,1,0,0,1,0,0,0,1,1,1,1,0,Bot,USA
82.19.141.6,3,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0.666666667,2,3,3,0,Safari,Tanzania
82.194.70.125,1,1,0,0,0,0,1,0,1,1,1,0,Chrome,Sierra Leone
82.195.127.35,5,0,0.2,0.4,0.4,0.2,0.2,0.6,4,5,5,0,Opera,Qatar
82.195.191.231,5,0.2,0,0,0.8,0.6,0.2,0.2,4,5,5,0,Chrome,Equatorial Guinea
82.196.19.117,1,1,0,0,0,0,1,0,1,1,1,0,Bot,Greenland
82.196.77.188,1,0,1,0,0,1,0,0,1,1,1,0,Edge,Serbia
82.199.125.44,4,0,0,0.5,0.5,0,0,1,4,4,4,0,Safari,Marshall Islands
82.199.181.102,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,3,3,3,0,Safari,Antigua and Barbuda
82.2.190.48,2,0,0,1,0,0,0.5,0.5,2,2,2,0,Firefox,China
82.20.178.108,4,0.5,0,0.25,0.25,0.5,0.25,0.25,3,4,4,0,Bot,Morocco
82.20.4.145,2,0,0,1,0,0,0.5,0.5,2,2,2,0,Edge,Saint Lucia
82.200.28.96,5,0.2,0.6,0.2,0,0.2,0.4,0.4,4,5,5,0,Safari,Norfolk Island
82.202.253.80,4,0,0.25,0.25,0.5,0.75,0,0.25,3,4,4,0,Opera,United States Minor Outlying Islands
82.203.167.37,4,0.25,0.25,0.25,0.25,0.75,0,0.25,3,4,4,0,Edge,Guinea
82.208.36.159,2,0,0,0.5,0.5,0,1,0,2,2,2,0,Edge,Brunei Darussalam
82.211.101.186,1,0,0,0,1,0,1,0,1,1,1,0,Firefox,Mayotte
82.211.125.79,1,0,0,1,0,1,0,0,1,1,1,0,Chrome,Canada
82.211.159.87,1,0,1,0,0,1,0,0,1,1,1,0,Edge,USA
82.212.196.113,1,0,1,0,0,0,1,0,1,1,1,1,Chrome,Brazil
82.213.230.184,1,1,0,0,0,0,0,1,1,1,1,0,Opera,Cyprus
82.213.80.28,2,0,0,0.5,0.5,0.5,0.5,0,2,2,2,0,Firefox,United States of America
82.215.32.60,2,0.5,0,0,0.5,0,0,1,2,2,2,0,Safari,Antigua and Barbuda
82.216.212.133,5,0,0.4,0,0.6,0.4,0.2,0.4,3,5,5,0,Safari,Cape Verde
82.221.177.52,2,0.5,0,0.5,0,0.5,0.5,0,2,2,2,0,Safari,Costa Rica
82.222.238.249,3,0,0.333333333,0,0.666666667,0.666666667,0,0.333333333,3,3,3,0,Edge,Heard Island and McDonald Islands
82.224.183.170,1,0,0,0,1,0,1,0,1,1,1,0,Firefox,China
82.225.36.130,5,0.2,0.4,0.2,0.2,0.4,0,0.6,2,5,5,0,Chrome,Namibia
82.228.0.15,1,1,0,0,0,1,0,0,1,1,1,0,Firefox,India
82.23.151.141,1,0,0,1,0,0,0,1,1,1,1,0,Edge,Netherlands Antilles
82.23.206.125,2,0.5,0.5,0,0,1,0,0,2,2,2,0,Chrome,Maldives
82.231.167.83,2,0,0.5,0,0.5,0,0.5,0.5,2,2,2,0,Chrome,Cyprus
82.231.250.178,2,0,0,0,1,0.5,0.5,0,2,2,2,0,Edge,Andorra
82.233.185.12,7,0,0.571428571,0,0.428571429,0.142857143,0.428571429,0.428571429,5,7,7,0,Chrome,Nicaragua
82.237.48.189,2,0,0,0.5,0.5,0,0.5,0.5,2,2,2,0,Firefox,Latvia
82.239.84.141,3,0.333333333,0.666666667,0,0,0.666666667,0,0.333333333,2,3,3,0,Chrome,Kyrgyz Republic
82.241.102.247,1,1,0,0,0,0,0,1,1,1,1,0,Opera,Canada
82.243.144.11,1,0,1,0,0,1,0,0,1,1,1,1,Edge,Brazil
82.243.23.165,3,0.333333333,0.666666667,0,0,0.333333333,0.333333333,0.333333333,2,3,3,0,Chrome,Saudi Arabia
82.247.37.63,4,0.5,0,0,0.5,0.5,0.25,0.25,3,4,4,0,Safari,South Georgia and the South Sandwich Islands
82.249.149.58,2,0.5,0.5,0,0,0,0,1,2,2,2,0,Safari,Gambia
82.251.9.61,6,0.166666667,0.333333333,0.5,0,0.333333333,0.333333333,0.333333333,3,6,6,0,Edge,Angola
82.253.56.21,1,0,0,1,0,0,0,1,1,1,1,0,Opera,Germany
82.254.152.0,1,0,1,0,0,1,0,0,1,1,1,0,Bot,China
82.254.242.93,1,0,0,1,0,0,1,0,1,1,1,0,Firefox,China
82.255.231.36,3,0,0.333333333,0,0.666666667,0.333333333,0,0.666666667,3,3,3,0,Bot,Sri Lanka
82.26.46.184,2,0.5,0,0,0.5,1,0,0,1,2,2,0,Opera,Montserrat
82.26.95.85,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,USA
82.28.51.135,1,1,0,0,0,1,0,0,1,1,1,0,Opera,Congo
82.31.211.8,3,0,0.333333333,0.666666667,0,0,0,1,3,3,3,0,Safari,Guam
82.33.50.252,3,0.333333333,0,0.666666667,0,0.666666667,0,0.333333333,3,3,3,0,Safari,Wallis and Futuna
82.36.97.145,1,0,0,0,1,0,0,1,1,1,1,0,Bot,USA
82.38.49.202,1,0,0,0,1,0,0,1,1,1,1,0,Firefox,Canada
82.38.88.4,1,0,0,1,0,0,0,1,1,1,1,0,Safari,India
82.4.220.60,4,0.25,0,0.25,0.5,0,0,1,3,4,4,0,Chrome,Ethiopia
82.40.146.33,1,1,0,0,0,0,0,1,1,1,1,1,Firefox,Germany
82.40.174.226,4,0,0.75,0,0.25,0.25,0.5,0.25,3,4,4,0,Firefox,Saint Helena
82.40.50.193,4,0.25,0,0.75,0,0.25,0.25,0.5,4,4,4,0,Edge,Guam
82.44.189.104,1,0,0,0,1,1,0,0,1,1,1,0,Bot,USA
82.44.28.112,1,0,0,0,1,0,0,1,1,1,1,0,Bot,USA
82.44.59.166,3,0.333333333,0.666666667,0,0,0.666666667,0,0.333333333,3,3,3,0,Edge,Israel
82.48.45.154,5,0.4,0,0,0.6,0.4,0,0.6,5,5,5,0,Chrome,Faroe Islands
82.58.69.21,1,0,0,1,0,0,1,0,1,1,1,0,Edge,USA
82.59.122.252,2,0.5,0,0,0.5,1,0,0,2,2,2,0,Opera,Cocos (Keeling) Islands
82.59.49.14,5,0.2,0.6,0,0.2,0.2,0.4,0.4,4,5,5,0,Opera,Saint Lucia
82.59.67.208,3,0.666666667,0,0.333333333,0,0.666666667,0.333333333,0,2,3,3,0,Edge,Israel
82.60.255.173,1,0,0,0,1,0,1,0,1,1,1,0,Safari,Martinique
82.61.85.223,4,0.25,0.25,0.25,0.25,0.5,0.5,0,3,4,4,0,Safari,Austria
82.62.81.135,1,0,1,0,0,0,1,0,1,1,1,0,Bot,Guadeloupe
82.64.17.117,3,0.333333333,0.666666667,0,0,1,0,0,3,3,3,0,Firefox,Oman
82.65.13.125,1,0,0,1,0,0,1,0,1,1,1,0,Edge,China
82.67.29.51,5,0.4,0.2,0,0.4,0.4,0.2,0.4,3,5,5,0,Opera,Jamaica
82.69.213.101,1,0,1,0,0,1,0,0,1,1,1,0,Bot,India
82.69.222.147,5,0.2,0.4,0,0.4,0.2,0,0.8,4,5,5,0,Firefox,Papua New Guinea
82.7.18.188,5,0,0.4,0.6,0,0,0.4,0.6,5,5,5,0,Firefox,Italy
82.70.107.191,2,1,0,0,0,0,0,1,2,2,2,0,Chrome,Turks and Caicos Islands
82.78.176.194,2,0.5,0.5,0,0,0.5,0.5,0,1,2,2,0,Opera,Korea
82.78.207.132,5,0,0.2,0.2,0.6,0.4,0.2,0.4,3,5,5,0,Edge,Saint Vincent and the Grenadines
82.78.33.254,5,0.2,0.4,0.4,0,0.6,0.2,0.2,3,5,5,0,Opera,Comoros
82.79.9.151,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,0,Chrome,Denmark
82.83.15.154,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,China
82.85.55.38,4,0.75,0.25,0,0,0.25,0.5,0.25,3,4,4,0,Opera,Congo
82.86.32.108,2,0.5,0.5,0,0,0,0,1,1,2,2,0,Chrome,United Arab Emirates
82.86.70.102,3,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0,3,3,3,0,Bot,Seychelles
82.86.86.95,1,0,1,0,0,1,0,0,1,1,1,0,Bot,Bahrain
82.89.138.150,3,0.666666667,0,0.333333333,0,0.333333333,0.333333333,0.333333333,3,3,3,1,Safari,Lao People's Democratic Republic
82.90.13.216,1,1,0,0,0,0,1,0,1,1,1,1,Safari,Congo
82.90.172.235,1,0,1,0,0,0,0,1,1,1,1,0,Chrome,India
82.90.187.144,2,0,0,1,0,0.5,0,0.5,2,2,2,0,Edge,Andorra
82.90.246.248,1,1,0,0,0,0,0,1,1,1,1,0,Firefox,Germany
82.91.11.76,1,0,0,1,0,1,0,0,1,1,1,0,Firefox,India
82.93.172.244,4,0.25,0.25,0,0.5,0.75,0,0.25,4,4,4,0,Bot,Russian Federation
82.95.100.54,1,0,0,1,0,0,1,0,1,1,1,0,Firefox,France
82.95.120.255,5,0.2,0.4,0.4,0,0.4,0.2,0.4,2,5,5,0,Safari,Bolivia
82.96.141.183,1,0,0,1,0,0,0,1,1,1,1,0,Safari,Brazil
82.97.127.11,1,0,0,1,0,0,0,1,1,1,1,0,Safari,Andorra
